"","date","year","month","day"
"822",1981-04-01,1981,4,1
"823",1981-04-02,1981,4,2
"824",1981-04-03,1981,4,3
"825",1981-04-04,1981,4,4
"826",1981-04-05,1981,4,5
"827",1981-04-06,1981,4,6
"828",1981-04-07,1981,4,7
"829",1981-04-08,1981,4,8
"830",1981-04-09,1981,4,9
"831",1981-04-10,1981,4,10
"832",1981-04-11,1981,4,11
"833",1981-04-12,1981,4,12
"834",1981-04-13,1981,4,13
"835",1981-04-14,1981,4,14
"836",1981-04-15,1981,4,15
"837",1981-04-16,1981,4,16
"838",1981-04-17,1981,4,17
"839",1981-04-18,1981,4,18
"840",1981-04-19,1981,4,19
"841",1981-04-20,1981,4,20
"842",1981-04-21,1981,4,21
"843",1981-04-22,1981,4,22
"844",1981-04-23,1981,4,23
"845",1981-04-24,1981,4,24
"846",1981-04-25,1981,4,25
"847",1981-04-26,1981,4,26
"848",1981-04-27,1981,4,27
"849",1981-04-28,1981,4,28
"850",1981-04-29,1981,4,29
"851",1981-04-30,1981,4,30
"852",1981-05-01,1981,5,1
"853",1981-05-02,1981,5,2
"854",1981-05-03,1981,5,3
"855",1981-05-04,1981,5,4
"856",1981-05-05,1981,5,5
"857",1981-05-06,1981,5,6
"858",1981-05-07,1981,5,7
"859",1981-05-08,1981,5,8
"860",1981-05-09,1981,5,9
"861",1981-05-10,1981,5,10
"862",1981-05-11,1981,5,11
"863",1981-05-12,1981,5,12
"864",1981-05-13,1981,5,13
"865",1981-05-14,1981,5,14
"866",1981-05-15,1981,5,15
"867",1981-05-16,1981,5,16
"868",1981-05-17,1981,5,17
"869",1981-05-18,1981,5,18
"870",1981-05-19,1981,5,19
"871",1981-05-20,1981,5,20
"872",1981-05-21,1981,5,21
"873",1981-05-22,1981,5,22
"874",1981-05-23,1981,5,23
"875",1981-05-24,1981,5,24
"876",1981-05-25,1981,5,25
"877",1981-05-26,1981,5,26
"878",1981-05-27,1981,5,27
"879",1981-05-28,1981,5,28
"880",1981-05-29,1981,5,29
"881",1981-05-30,1981,5,30
"882",1981-05-31,1981,5,31
"883",1981-06-01,1981,6,1
"884",1981-06-02,1981,6,2
"885",1981-06-03,1981,6,3
"886",1981-06-04,1981,6,4
"887",1981-06-05,1981,6,5
"888",1981-06-06,1981,6,6
"889",1981-06-07,1981,6,7
"890",1981-06-08,1981,6,8
"891",1981-06-09,1981,6,9
"892",1981-06-10,1981,6,10
"893",1981-06-11,1981,6,11
"894",1981-06-12,1981,6,12
"895",1981-06-13,1981,6,13
"896",1981-06-14,1981,6,14
"897",1981-06-15,1981,6,15
"898",1981-06-16,1981,6,16
"899",1981-06-17,1981,6,17
"900",1981-06-18,1981,6,18
"901",1981-06-19,1981,6,19
"902",1981-06-20,1981,6,20
"903",1981-06-21,1981,6,21
"904",1981-06-22,1981,6,22
"905",1981-06-23,1981,6,23
"906",1981-06-24,1981,6,24
"907",1981-06-25,1981,6,25
"908",1981-06-26,1981,6,26
"909",1981-06-27,1981,6,27
"910",1981-06-28,1981,6,28
"911",1981-06-29,1981,6,29
"912",1981-06-30,1981,6,30
"913",1981-07-01,1981,7,1
"914",1981-07-02,1981,7,2
"915",1981-07-03,1981,7,3
"916",1981-07-04,1981,7,4
"917",1981-07-05,1981,7,5
"918",1981-07-06,1981,7,6
"919",1981-07-07,1981,7,7
"920",1981-07-08,1981,7,8
"921",1981-07-09,1981,7,9
"922",1981-07-10,1981,7,10
"923",1981-07-11,1981,7,11
"924",1981-07-12,1981,7,12
"925",1981-07-13,1981,7,13
"926",1981-07-14,1981,7,14
"927",1981-07-15,1981,7,15
"928",1981-07-16,1981,7,16
"929",1981-07-17,1981,7,17
"930",1981-07-18,1981,7,18
"931",1981-07-19,1981,7,19
"932",1981-07-20,1981,7,20
"933",1981-07-21,1981,7,21
"934",1981-07-22,1981,7,22
"935",1981-07-23,1981,7,23
"936",1981-07-24,1981,7,24
"937",1981-07-25,1981,7,25
"938",1981-07-26,1981,7,26
"939",1981-07-27,1981,7,27
"940",1981-07-28,1981,7,28
"941",1981-07-29,1981,7,29
"942",1981-07-30,1981,7,30
"943",1981-07-31,1981,7,31
"944",1981-08-01,1981,8,1
"945",1981-08-02,1981,8,2
"946",1981-08-03,1981,8,3
"947",1981-08-04,1981,8,4
"948",1981-08-05,1981,8,5
"949",1981-08-06,1981,8,6
"950",1981-08-07,1981,8,7
"951",1981-08-08,1981,8,8
"952",1981-08-09,1981,8,9
"953",1981-08-10,1981,8,10
"954",1981-08-11,1981,8,11
"955",1981-08-12,1981,8,12
"956",1981-08-13,1981,8,13
"957",1981-08-14,1981,8,14
"958",1981-08-15,1981,8,15
"959",1981-08-16,1981,8,16
"960",1981-08-17,1981,8,17
"961",1981-08-18,1981,8,18
"962",1981-08-19,1981,8,19
"963",1981-08-20,1981,8,20
"964",1981-08-21,1981,8,21
"965",1981-08-22,1981,8,22
"966",1981-08-23,1981,8,23
"967",1981-08-24,1981,8,24
"968",1981-08-25,1981,8,25
"969",1981-08-26,1981,8,26
"970",1981-08-27,1981,8,27
"971",1981-08-28,1981,8,28
"972",1981-08-29,1981,8,29
"973",1981-08-30,1981,8,30
"974",1981-08-31,1981,8,31
"975",1981-09-01,1981,9,1
"976",1981-09-02,1981,9,2
"977",1981-09-03,1981,9,3
"978",1981-09-04,1981,9,4
"979",1981-09-05,1981,9,5
"980",1981-09-06,1981,9,6
"981",1981-09-07,1981,9,7
"982",1981-09-08,1981,9,8
"983",1981-09-09,1981,9,9
"984",1981-09-10,1981,9,10
"985",1981-09-11,1981,9,11
"986",1981-09-12,1981,9,12
"987",1981-09-13,1981,9,13
"988",1981-09-14,1981,9,14
"989",1981-09-15,1981,9,15
"990",1981-09-16,1981,9,16
"991",1981-09-17,1981,9,17
"992",1981-09-18,1981,9,18
"993",1981-09-19,1981,9,19
"994",1981-09-20,1981,9,20
"995",1981-09-21,1981,9,21
"996",1981-09-22,1981,9,22
"997",1981-09-23,1981,9,23
"998",1981-09-24,1981,9,24
"999",1981-09-25,1981,9,25
"1000",1981-09-26,1981,9,26
"1001",1981-09-27,1981,9,27
"1002",1981-09-28,1981,9,28
"1003",1981-09-29,1981,9,29
"1004",1981-09-30,1981,9,30
"1005",1981-10-01,1981,10,1
"1006",1981-10-02,1981,10,2
"1007",1981-10-03,1981,10,3
"1008",1981-10-04,1981,10,4
"1009",1981-10-05,1981,10,5
"1010",1981-10-06,1981,10,6
"1011",1981-10-07,1981,10,7
"1012",1981-10-08,1981,10,8
"1013",1981-10-09,1981,10,9
"1014",1981-10-10,1981,10,10
"1015",1981-10-11,1981,10,11
"1016",1981-10-12,1981,10,12
"1017",1981-10-13,1981,10,13
"1018",1981-10-14,1981,10,14
"1019",1981-10-15,1981,10,15
"1020",1981-10-16,1981,10,16
"1021",1981-10-17,1981,10,17
"1022",1981-10-18,1981,10,18
"1023",1981-10-19,1981,10,19
"1024",1981-10-20,1981,10,20
"1025",1981-10-21,1981,10,21
"1026",1981-10-22,1981,10,22
"1027",1981-10-23,1981,10,23
"1028",1981-10-24,1981,10,24
"1029",1981-10-25,1981,10,25
"1030",1981-10-26,1981,10,26
"1031",1981-10-27,1981,10,27
"1032",1981-10-28,1981,10,28
"1033",1981-10-29,1981,10,29
"1034",1981-10-30,1981,10,30
"1035",1981-10-31,1981,10,31
"1036",1981-11-01,1981,11,1
"1037",1981-11-02,1981,11,2
"1038",1981-11-03,1981,11,3
"1039",1981-11-04,1981,11,4
"1040",1981-11-05,1981,11,5
"1041",1981-11-06,1981,11,6
"1042",1981-11-07,1981,11,7
"1043",1981-11-08,1981,11,8
"1044",1981-11-09,1981,11,9
"1045",1981-11-10,1981,11,10
"1046",1981-11-11,1981,11,11
"1047",1981-11-12,1981,11,12
"1048",1981-11-13,1981,11,13
"1049",1981-11-14,1981,11,14
"1050",1981-11-15,1981,11,15
"1051",1981-11-16,1981,11,16
"1052",1981-11-17,1981,11,17
"1053",1981-11-18,1981,11,18
"1054",1981-11-19,1981,11,19
"1055",1981-11-20,1981,11,20
"1056",1981-11-21,1981,11,21
"1057",1981-11-22,1981,11,22
"1058",1981-11-23,1981,11,23
"1059",1981-11-24,1981,11,24
"1060",1981-11-25,1981,11,25
"1061",1981-11-26,1981,11,26
"1062",1981-11-27,1981,11,27
"1063",1981-11-28,1981,11,28
"1064",1981-11-29,1981,11,29
"1065",1981-11-30,1981,11,30
"1066",1981-12-01,1981,12,1
"1067",1981-12-02,1981,12,2
"1068",1981-12-03,1981,12,3
"1069",1981-12-04,1981,12,4
"1070",1981-12-05,1981,12,5
"1071",1981-12-06,1981,12,6
"1072",1981-12-07,1981,12,7
"1073",1981-12-08,1981,12,8
"1074",1981-12-09,1981,12,9
"1075",1981-12-10,1981,12,10
"1076",1981-12-11,1981,12,11
"1077",1981-12-12,1981,12,12
"1078",1981-12-13,1981,12,13
"1079",1981-12-14,1981,12,14
"1080",1981-12-15,1981,12,15
"1081",1981-12-16,1981,12,16
"1082",1981-12-17,1981,12,17
"1083",1981-12-18,1981,12,18
"1084",1981-12-19,1981,12,19
"1085",1981-12-20,1981,12,20
"1086",1981-12-21,1981,12,21
"1087",1981-12-22,1981,12,22
"1088",1981-12-23,1981,12,23
"1089",1981-12-24,1981,12,24
"1090",1981-12-25,1981,12,25
"1091",1981-12-26,1981,12,26
"1092",1981-12-27,1981,12,27
"1093",1981-12-28,1981,12,28
"1094",1981-12-29,1981,12,29
"1095",1981-12-30,1981,12,30
"1096",1981-12-31,1981,12,31
